,Lead Number,Lead Score
7673,590945,16
8874,582230,16
8367,585963,16
6993,595972,16
3887,622726,16
1096,648310,16
2111,639359,16
5126,610663,16
6970,596160,16
6139,602681,16
2872,632159,16
7563,591639,16
1849,641566,16
3409,627548,16
3386,627715,16
6891,596726,16
4765,614151,16
5984,603939,16
481,655277,16
966,649947,16
5943,604230,16
5517,607605,16
5600,607015,16
81,659705,16
1493,644466,16
2573,634823,16
642,653893,16
3846,623206,16
908,650681,16
46,660174,16
2548,635017,16
656,653763,16
4124,620439,16
5848,605073,16
7984,588641,16
3489,627004,16
2991,631159,16
40,660235,16
2618,634389,16
3951,622214,16
7499,592101,16
6007,603699,16
7232,593977,16
2790,632895,16
2892,631894,16
4103,620608,16
612,654101,16
196,658430,16
1248,646673,16
2409,636575,16
2934,631587,16
7155,594617,16
4814,613809,16
9059,580911,16
1740,642443,16
7131,594771,16
1118,648060,16
274,657500,16
2670,633983,16
3537,626584,16
1955,640698,16
4251,619164,16
7092,595151,16
1482,644641,16
1113,648125,16
521,655021,16
2097,639444,16
2800,632837,16
1434,645114,16
1902,641149,15
9018,581242,15
555,654499,15
2915,631704,15
6795,597687,15
2819,632714,15
1276,646432,15
6748,598067,15
3251,628902,15
2969,631364,15
4689,614799,15
2494,635782,15
2860,632243,15
1762,642218,15
7384,592796,15
5995,603824,15
273,657502,15
8363,586002,15
6254,601816,15
6222,602021,15
4764,614179,15
558,654482,15
6034,603528,15
1487,644576,15
3016,630863,15
3240,628986,15
5951,604202,15
5303,609141,15
7866,589450,15
7203,594150,15
2849,632342,15
7935,588939,15
1544,644029,15
1301,646238,15
5149,610458,15
3792,623749,15
7557,591662,15
6105,602947,15
882,651093,15
8931,581875,15
8389,585799,15
6540,599600,15
825,651760,15
8083,588009,15
6337,601279,15
7188,594367,15
121,659281,15
8159,587499,15
8810,582654,15
1778,642120,15
7413,592664,15
5254,609470,15
608,654128,15
389,656378,15
1384,645431,15
1442,645026,15
8876,582223,15
980,649733,15
7295,593445,15
2874,632143,15
8809,582665,15
8951,581723,15
685,653502,15
6103,602953,15
8744,583088,15
3784,623822,15
2215,638316,15
7308,593368,15
8703,583437,15
1274,646447,15
2796,632869,15
1373,645515,15
4685,614821,15
955,650147,15
2006,640238,15
5789,605325,15
3904,622595,15
8388,585800,15
4593,615737,15
7867,589447,15
8760,582988,15
6200,602254,15
1440,645051,15
8839,582469,15
2091,639464,14
3849,623195,14
1853,641543,14
8236,587043,14
1688,642963,14
346,656729,14
790,652157,14
8844,582419,14
410,656078,14
8522,584636,14
4164,619985,14
3468,627147,14
4021,621393,14
1599,643628,14
1742,642435,14
8607,584059,14
6033,603542,14
4679,614865,14
3592,626092,14
1980,640456,14
8577,584299,14
7827,589754,14
2619,634368,14
1909,641118,14
445,655557,14
302,657224,14
4529,616225,14
8105,587928,14
2202,638453,14
4247,619182,14
2248,637914,14
5452,608135,14
6343,601227,14
566,654429,14
5106,610866,14
3112,630013,14
5967,604075,14
5313,609068,14
1847,641584,14
7311,593339,14
7196,594241,14
8125,587802,14
5907,604585,14
5398,608440,14
577,654291,14
2048,639869,14
8040,588160,14
1938,640909,14
4597,615707,14
8002,588519,14
7804,589992,14
393,656354,14
508,655103,14
2862,632237,14
4159,620113,14
562,654456,14
43,660203,14
1485,644599,14
4887,613099,14
1114,648109,14
3694,624704,14
2803,632819,14
2591,634685,14
7830,589732,14
6828,597334,14
515,655068,14
655,653773,14
8830,582544,14
4069,620979,14
4684,614828,14
8672,583608,14
4172,619884,14
2220,638220,14
2192,638616,14
372,656493,14
1498,644390,14
2539,635328,14
1733,642490,14
6825,597346,14
5198,610025,14
3925,622423,14
257,657703,14
7376,592857,14
4669,614938,14
352,656681,14
6837,597266,14
8238,587032,14
7075,595294,14
449,655520,14
8196,587310,14
9209,579836,14
2507,635693,14
2262,637842,14
9147,580314,14
3640,625541,13
5193,610092,13
6128,602750,13
3009,630949,13
2530,635406,13
530,654914,13
4059,621106,13
5387,608537,13
666,653651,13
6859,597120,13
856,651441,13
6348,601187,13
6727,598207,13
9041,581079,13
2308,637395,13
5859,604986,13
7065,595450,13
3874,622866,13
1247,646680,13
862,651349,13
798,652074,13
8639,583781,13
2954,631445,13
5075,611153,13
7511,591978,13
2831,632524,13
339,656833,13
310,657138,13
8202,587284,13
6061,603330,13
681,653527,13
3637,625581,13
3213,629342,13
1757,642256,13
6717,598285,13
540,654786,13
4225,619325,13
7123,594848,13
638,653919,13
3018,630846,13
4585,615809,13
193,658458,13
6923,596521,13
7457,592406,13
4035,621280,13
678,653559,13
2280,637666,13
7378,592851,13
1945,640806,13
8688,583522,13
4070,620919,13
7746,590417,13
8756,583004,13
1304,646207,13
1755,642295,13
6630,598930,13
821,651801,13
3879,622838,13
1152,647916,13
5509,607640,13
9150,580290,13
3536,626647,13
1696,642895,13
961,650025,13
2923,631649,13
8818,582607,13
386,656385,13
8725,583251,13
698,653292,13
8154,587534,13
5990,603888,13
7568,591605,13
462,655404,13
361,656580,13
9215,579802,13
8333,586259,13
3673,624973,13
716,653053,13
9095,580642,13
2377,636874,13
1929,640995,13
8527,584604,13
6479,600204,13
5899,604651,13
1207,647123,13
8182,587391,13
1981,640453,13
1496,644414,13
5325,608990,13
28,660423,13
2057,639774,13
3485,627043,13
1851,641546,13
7985,588636,13
6137,602685,13
3476,627108,13
2558,634919,13
8788,582777,13
842,651599,13
9084,580725,13
6145,602662,13
8705,583434,13
1890,641257,13
3669,625011,13
3684,624830,13
3184,629519,13
204,658321,13
990,649525,13
3308,628411,12
4142,620255,12
1095,648314,12
3271,628652,12
2295,637521,12
253,657754,12
8708,583407,12
3135,629872,12
6903,596638,12
3378,627772,12
6320,601396,12
359,656589,12
543,654703,12
2058,639772,12
419,655940,12
3472,627121,12
2996,631108,12
5032,611536,12
1472,644710,12
8133,587719,12
2310,637387,12
4949,612548,12
6270,601728,12
4054,621166,12
3634,625601,12
4468,616756,12
2292,637585,12
7429,592563,12
6160,602530,12
3567,626318,12
3965,622090,12
4113,620507,12
4255,619137,12
6866,596953,12
7032,595720,12
6917,596550,12
7714,590676,12
4596,615713,12
897,650877,12
1412,645274,12
3062,630610,12
2963,631400,12
415,656030,12
487,655227,12
6013,603657,12
3145,629776,12
7073,595359,12
3553,626452,12
1893,641248,12
1008,649401,12
5090,611055,12
6713,598303,12
3985,621812,12
8401,585726,12
3296,628462,12
544,654659,12
3947,622275,12
2753,633177,12
8487,584990,12
1508,644261,12
7793,590082,12
2385,636816,12
3507,626908,12
4903,612946,12
8364,585995,12
1789,642054,12
7765,590295,12
158,658888,12
6648,598816,12
413,656036,12
7798,590059,12
6493,600081,12
1711,642796,12
4302,618565,12
740,652784,12
3698,624673,12
355,656660,12
6498,600045,12
4978,612152,12
2816,632733,12
4290,618766,12
4785,614066,12
7431,592552,12
1076,648588,12
5367,608677,12
629,653978,12
5546,607383,12
6353,601151,12
1452,644912,12
8259,586820,12
2576,634799,12
2735,633399,12
2179,638858,12
465,655379,12
7737,590526,12
8661,583663,12
1984,640435,12
2429,636367,12
4996,611960,12
4711,614623,12
3666,625058,12
3843,623223,12
3377,627773,12
5262,609429,12
3755,624189,12
6334,601324,12
2459,636075,12
9070,580808,12
2697,633828,12
2615,634459,12
2309,637388,12
7485,592218,12
1611,643505,12
7377,592855,12
6306,601512,12
444,655569,12
4273,618977,12
6387,600935,12
1491,644481,12
3565,626334,12
8693,583505,12
4308,618494,12
1369,645530,12
5447,608164,12
867,651284,12
8812,582634,12
627,653987,12
2535,635337,12
4946,612587,12
5144,610490,12
3280,628570,12
51,660070,12
1806,641934,12
2802,632831,12
4015,621464,12
2322,637257,12
1064,648707,12
6282,601654,12
7670,590969,12
664,653656,12
3718,624486,12
8893,582137,12
1367,645545,11
7541,591762,11
6902,596643,11
7191,594343,11
2275,637705,11
3633,625602,11
5881,604843,11
3363,627932,11
4096,620633,11
14,660553,11
5980,603979,11
3331,628181,11
2421,636435,11
4366,617867,11
9047,581040,11
3766,624090,11
7079,595249,11
5469,608049,11
5986,603928,11
463,655403,11
3389,627702,11
1750,642352,11
1449,644954,11
7739,590504,11
8312,586385,11
5846,605077,11
4440,617071,11
1336,645806,11
1256,646570,11
442,655628,11
2146,639176,11
646,653858,11
1066,648700,11
2491,635799,11
878,651185,11
8667,583627,11
4204,619524,11
7799,590049,11
7936,588935,11
3438,627364,11
728,652918,11
9216,579799,11
5809,605255,11
8279,586652,11
7649,591116,11
2711,633715,11
539,654809,11
54,660048,11
5296,609176,11
2036,640024,11
5379,608573,11
748,652701,11
343,656776,11
6597,599140,11
5143,610499,11
1047,649028,11
5105,610872,11
268,657609,11
1911,641110,11
6045,603436,11
3075,630446,11
510,655079,11
2728,633475,11
8795,582737,11
965,649951,11
5439,608218,11
4435,617125,11
92,659600,11
8890,582152,11
3039,630751,11
1149,647939,11
1876,641375,11
6615,599039,11
3794,623730,11
4268,619020,11
8518,584660,11
3709,624546,11
2416,636471,11
3940,622305,11
5520,607556,11
5554,607333,11
5236,609592,11
3626,625713,11
390,656362,11
5835,605134,11
3772,623966,11
3732,624359,11
1885,641291,11
33,660339,11
2191,638626,11
865,651297,11
3799,623664,11
3385,627725,11
4829,613679,11
4237,619260,11
1903,641144,11
8764,582942,11
8682,583559,11
3862,623088,11
3894,622655,11
1680,643001,11
2939,631529,11
3152,629734,11
2738,633375,11
3927,622410,11
1659,643169,11
2500,635742,11
2561,634911,11
2752,633182,11
5172,610280,11
1963,640614,11
5988,603907,11
1173,647665,11
6957,596282,11
9,660616,11
3748,624284,11
5690,606340,11
3349,628050,11
847,651545,11
8359,586069,11
5767,605481,11
4102,620624,11
7088,595182,11
2102,639414,11
9198,579900,11
7034,595712,11
6253,601825,11
5823,605214,11
7874,589413,11
1417,645241,11
1702,642846,11
96,659555,11
2078,639575,11
3081,630405,11
5006,611873,11
2847,632364,11
3302,628432,11
7732,590559,11
4265,619041,11
2522,635475,11
298,657261,11
3747,624289,11
7573,591596,11
2599,634631,11
5271,609362,11
3646,625427,11
4383,617738,11
7558,591659,11
8523,584632,11
7648,591120,11
8627,583891,11
5181,610165,11
146,659074,11
6870,596871,11
1970,640542,11
3779,623906,11
2035,640025,11
4299,618578,11
9083,580727,11
122,659263,11
1353,645671,11
4295,618670,10
2230,638072,10
6580,599321,10
1724,642590,10
717,653049,10
547,654579,10
8581,584278,10
3126,629918,10
696,653302,10
1355,645664,10
5518,607575,10
3658,625220,10
492,655191,10
262,657660,10
8139,587671,10
2865,632216,10
2997,631082,10
7908,589150,10
3354,628023,10
1794,642028,10
7956,588834,10
1217,646938,10
9056,580931,10
7667,590993,10
1024,649252,10
5020,611658,10
2755,633173,10
4542,616116,10
3116,629976,10
8481,585052,10
6342,601228,10
2085,639518,10
7010,595846,10
1365,645596,10
8368,585950,10
7194,594301,10
4215,619446,10
2587,634700,10
767,652507,10
4571,615917,10
1128,647979,10
7663,591031,10
1839,641633,10
7602,591432,10
5083,611101,10
8233,587053,10
8629,583875,10
6234,601933,10
5882,604840,10
3821,623429,10
7567,591606,10
3127,629916,10
1743,642430,10
5311,609080,10
1995,640348,10
2671,633971,10
5776,605416,10
3708,624563,10
4306,618506,10
7581,591532,10
2147,639157,10
951,650189,10
2937,631544,10
4325,618350,10
2423,636421,10
3867,623030,10
6971,596153,10
1280,646398,10
774,652441,10
6604,599091,10
279,657436,10
4448,616994,10
2987,631245,10
6287,601634,10
6894,596700,10
8013,588395,10
7877,589398,10
1040,649095,10
8560,584394,10
4792,614021,10
8683,583546,10
911,650655,10
4454,616924,10
1965,640590,10
6564,599453,10
9011,581286,10
498,655156,10
7694,590799,10
2651,634060,10
5133,610590,10
7679,590921,10
6602,599113,10
7039,595690,10
1133,647984,10
4437,617119,10
63,659896,10
2707,633759,10
56,659998,10
8448,585382,10
3027,630803,10
6847,597205,10
6245,601864,10
6563,599458,10
4544,616085,10
6822,597393,10
1802,641957,10
1354,645668,10
8004,588500,10
7083,595223,10
5081,611118,10
1394,645372,10
9077,580767,10
7151,594641,10
3481,627081,10
6087,603146,10
2047,639874,10
8383,585829,10
8329,586296,10
2544,635028,10
2486,635823,10
3787,623790,10
914,650642,10
3611,625886,10
5648,606658,10
1302,646231,10
6782,597846,10
3581,626221,10
4600,615700,10
3258,628768,10
6964,596193,10
9004,581323,10
8157,587507,10
7280,593625,10
7870,589437,10
606,654143,10
4509,616460,10
3920,622488,10
7562,591648,10
7372,592880,10
1556,643951,10
3498,626961,10
7312,593336,10
3238,629031,10
1134,647985,10
6543,599583,10
7029,595730,10
8666,583629,10
1656,643191,10
1308,646182,10
593,654182,10
258,657697,10
1069,648641,10
4950,612546,10
6867,596920,10
3068,630552,10
6274,601714,10
4046,621219,10
1843,641612,10
7970,588721,10
1108,648164,10
643,653881,10
8223,587128,10
3604,625970,10
1545,644023,10
2434,636317,10
6349,601177,10
103,659469,10
3320,628309,10
9008,581301,10
5725,605983,10
8316,586359,10
3607,625906,10
4040,621262,10
599,654188,10
55,660030,10
8796,582736,10
6846,597212,10
7222,594031,10
4796,613976,10
2871,632169,10
2344,637140,10
742,652768,10
3395,627657,10
7920,589047,10
4611,615556,10
1732,642495,10
783,652302,10
4533,616183,10
4319,618407,10
3831,623380,10
3129,629912,10
5107,610865,10
5722,606038,10
2880,632041,10
8294,586550,10
441,655639,10
8641,583761,10
1703,642841,10
2965,631393,10
1323,645937,10
3970,622056,10
8768,582928,10
2160,639079,10
621,654022,10
1681,642991,10
7925,589010,10
8496,584842,10
8380,585859,10
6019,603623,10
857,651431,10
7735,590543,10
3533,626676,10
7624,591323,10
421,655916,10
757,652610,10
1421,645200,10
2024,640096,10
7863,589462,10
714,653072,10
5598,607046,10
1641,643280,10
7164,594532,10
507,655111,10
292,657316,10
4594,615722,10
1202,647177,10
398,656276,10
5130,610648,10
3447,627305,10
7441,592484,10
1397,645352,10
7319,593297,10
7964,588778,10
4184,619683,10
503,655128,10
625,653992,10
5204,609912,10
6357,601118,10
5941,604244,10
2207,638399,10
5764,605502,10
7834,589704,10
2772,633046,10
5857,605001,10
3323,628298,10
6929,596485,10
4207,619506,10
8256,586835,10
8129,587777,10
8609,584055,10
1952,640716,10
1125,647976,10
8156,587520,10
6578,599330,10
4519,616359,10
2638,634167,10
721,652987,10
8102,587950,10
4004,621560,10
4136,620285,10
1672,643065,10
3499,626947,10
3559,626374,10
8695,583491,10
7411,592676,10
2975,631336,10
1138,647989,10
704,653231,10
5165,610341,10
8808,582673,10
7922,589038,10
4636,615282,10
3151,629735,10
8414,585642,10
5824,605211,10
3590,626142,10
2974,631346,10
7340,593095,10
3857,623118,10
3992,621733,10
3342,628094,10
6761,597968,10
7684,590882,10
1233,646799,10
4828,613680,10
7481,592244,10
8371,585910,10
3091,630262,10
4964,612320,10
7360,592987,10
4879,613194,10
4988,612038,10
252,657777,10
8206,587259,10
1519,644186,10
6156,602561,10
7605,591423,10
4427,617248,9
816,651865,9
3131,629908,9
7197,594221,9
2528,635434,9
1218,646930,9
1726,642553,9
6108,602915,9
1580,643826,9
3454,627250,9
5614,606902,9
3627,625702,9
3357,627996,9
5680,606458,9
7529,591831,9
3724,624431,9
3544,626514,9
3517,626816,9
3440,627358,9
2929,631618,9
3080,630422,9
4729,614511,9
8379,585865,9
5109,610833,9
8520,584650,9
1734,642477,9
2370,636907,9
5122,610683,9
2175,638922,9
3733,624357,9
8543,584507,9
376,656478,9
2911,631718,9
5352,608793,9
1832,641684,9
6794,597708,9
5024,611595,9
226,658081,9
5392,608483,9
3414,627531,9
7600,591439,9
420,655936,9
6951,596338,9
648,653848,9
3400,627604,9
382,656412,9
8244,586930,9
6073,603248,9
2648,634082,9
217,658220,9
5415,608336,9
9161,580206,9
3574,626281,9
5771,605442,9
9174,580101,9
94,659567,9
4534,616173,9
5112,610781,9
3809,623549,9
1779,642099,9
3115,630001,9
3534,626664,9
1504,644288,9
8982,581490,9
6082,603166,9
3311,628392,9
3369,627844,9
6025,603589,9
5369,608638,9
3523,626794,9
271,657572,9
5308,609103,9
7459,592399,9
541,654724,9
6187,602358,9
8534,584573,9
7815,589850,9
7770,590247,9
7210,594102,9
3955,622177,9
1661,643158,9
3653,625289,9
7755,590347,9
950,650231,9
3257,628769,9
2776,633009,9
6417,600740,9
8091,587996,9
1239,646741,9
8533,584574,9
2811,632773,9
8263,586780,9
5388,608529,9
8163,587486,9
4678,614878,9
870,651270,9
207,658288,9
6080,603178,9
9001,581356,9
5782,605343,9
3967,622084,9
4476,616720,9
2468,635990,9
3502,626942,9
2889,631944,9
3675,624960,9
5125,610671,9
7762,590304,9
3393,627679,9
5282,609266,9
2388,636799,9
3823,623426,9
2830,632565,9
5721,606053,9
3830,623381,9
8447,585386,9
8240,587019,9
4639,615271,9
7831,589731,9
3427,627470,9
5427,608277,9
7418,592638,9
3783,623831,9
7350,593056,9
3873,622875,9
8622,583946,9
7822,589802,9
8493,584897,9
3756,624187,9
3819,623457,9
9178,580082,9
87,659644,9
3707,624568,9
3621,625767,9
769,652500,9
5884,604821,9
3300,628438,8
6264,601780,8
5295,609181,8
7921,589040,8
8,660624,8
8649,583730,8
2721,633550,8
3205,629377,8
4907,612884,8
1025,649244,8
753,652655,8
408,656120,8
7976,588691,8
3130,629911,8
1966,640584,8
2953,631453,8
8299,586511,8
5590,607097,8
8664,583641,8
792,652128,8
1415,645252,8
5573,607198,8
1322,645946,8
1251,646645,8
237,657971,8
5730,605884,8
139,659132,8
2950,631467,8
4790,614037,8
691,653432,8
4277,618932,8
5758,605602,8
5494,607756,8
5498,607737,8
8640,583774,8
6719,598257,8
6969,596164,8
6831,597306,8
6159,602534,8
974,649851,8
8010,588437,8
5850,605056,8
5781,605351,8
9195,579920,8
208,658281,8
9058,580914,8
1725,642574,8
5957,604152,8
5023,611599,8
674,653586,8
8914,581971,8
2499,635754,8
3164,629654,8
1601,643602,8
6345,601223,8
634,653933,8
3040,630746,8
7066,595422,8
7813,589866,8
4818,613750,8
495,655162,8
7589,591485,8
8234,587046,8
5162,610375,8
7864,589457,8
4726,614535,8
7580,591535,8
1865,641455,8
1636,643275,8
7122,594849,8
4510,616456,8
8968,581589,8
5151,610453,8
431,655736,8
3869,622995,8
6896,596685,8
2957,631429,8
3020,630840,8
1499,644388,8
1181,647583,8
2973,631352,8
940,650316,8
5464,608088,8
3295,628464,8
1954,640707,8
8668,583622,8
5829,605175,8
175,658656,8
7724,590600,8
6749,598065,8
8503,584788,8
3773,623955,8
7533,591812,8
5738,605788,8
3872,622914,8
1145,647996,8
5336,608901,8
2567,634857,8
1613,643477,8
6905,596628,8
801,652050,8
894,650900,8
7657,591072,8
6195,602304,8
4169,619901,8
4915,612809,8
7886,589346,8
1154,647903,8
915,650612,8
7474,592317,8
128,659217,8
3214,629334,8
8857,582338,8
2465,636002,8
6735,598150,8
365,656560,8
5495,607748,8
4085,620733,8
9053,580955,8
2845,632368,8
1319,645967,8
5530,607494,8
5226,609701,8
2183,638770,8
7800,590031,8
3795,623727,8
2667,633998,8
5511,607638,8
1775,642140,8
4762,614189,8
3160,629671,8
168,658756,8
5242,609567,8
3419,627521,8
5849,605065,8
9167,580162,8
6930,596483,8
231,658029,8
4647,615155,8
9177,580086,8
3505,626921,8
4697,614729,8
987,649586,8
1220,646915,8
8373,585890,8
5765,605499,8
5174,610270,8
2516,635574,8
5381,608567,8
8814,582621,8
3066,630568,8
506,655119,8
890,650952,8
6911,596593,8
858,651425,8
8232,587059,8
5898,604688,8
8969,581587,8
295,657302,8
3835,623349,8
1623,643343,8
3156,629707,8
3054,630663,8
7275,593680,8
277,657470,8
8203,587277,8
3169,629616,8
416,656015,8
4991,612020,8
4340,618141,8
6598,599137,7
7439,592500,7
73,659784,7
2375,636885,7
2454,636127,7
4975,612180,7
7444,592439,7
4889,613083,7
4018,621437,7
1438,645067,7
1117,648066,7
4850,613541,7
7635,591219,7
5821,605218,7
214,658234,7
8872,582241,7
3314,628357,7
7300,593410,7
5608,606961,7
3785,623814,7
3997,621671,7
4695,614745,7
7741,590474,7
3605,625939,7
1791,642049,7
5467,608064,7
8955,581686,7
8752,583035,7
6881,596789,7
5329,608941,7
3222,629261,7
182,658618,7
4819,613738,7
3105,630088,7
8405,585710,7
8879,582206,7
3618,625824,7
6520,599792,7
5280,609278,7
2532,635375,7
1107,648180,7
6288,601630,7
95,659562,7
8122,587827,7
7816,589847,7
6118,602804,7
6609,599070,7
8137,587699,7
8171,587430,7
4000,621638,7
4763,614186,7
1049,649018,7
7129,594786,7
2428,636403,7
7487,592208,7
1670,643078,7
8586,584248,7
1073,648623,7
4718,614570,7
8544,584504,7
5886,604796,7
6192,602308,7
461,655405,7
141,659117,7
6393,600908,7
8114,587889,7
7345,593071,7
8237,587040,7
3327,628225,7
5816,605232,7
5279,609296,7
1846,641585,7
7782,590154,7
677,653569,7
1044,649079,7
5904,604612,7
5543,607413,7
7811,589885,7
3079,630423,7
4101,620626,7
184,658606,7
176,658652,7
2204,638430,7
6146,602658,7
532,654908,7
6365,601085,7
7535,591805,7
8332,586285,7
2073,639589,7
8772,582896,7
8733,583170,7
313,657101,7
3672,624983,7
7149,594647,7
9218,579784,7
5681,606428,7
7847,589591,7
314,657092,7
2851,632338,7
5298,609169,7
2902,631812,7
3464,627178,7
3568,626317,7
5737,605793,7
5902,604618,7
8508,584750,7
732,652852,7
3344,628080,7
8937,581821,7
6720,598251,7
6798,597646,7
4921,612761,7
1850,641547,7
3828,623383,7
467,655371,7
7281,593596,7
9213,579822,7
6635,598892,7
5283,609249,7
5160,610383,7
4747,614268,7
2839,632407,7
3990,621739,7
203,658322,6
8011,588435,6
251,657803,6
5208,609879,6
9024,581171,6
3701,624638,6
1844,641603,6
3656,625253,6
8357,586075,6
7662,591037,6
8500,584821,6
9081,580734,6
4545,616074,6
8034,588188,6
6131,602733,6
5993,603833,6
2520,635498,6
8738,583135,6
8616,584000,6
8531,584591,6
340,656795,6
5228,609686,6
6681,598588,6
5842,605093,6
5580,607144,6
9194,579925,6
2596,634641,6
907,650684,6
2170,638999,6
3993,621704,6
6584,599307,6
8737,583138,6
1996,640332,6
6783,597841,6
6067,603286,6
4511,616453,6
255,657731,6
3647,625411,6
6673,598657,6
5038,611456,6
5268,609385,6
152,659016,6
1842,641619,6
5478,607939,6
4439,617081,6
3882,622783,6
455,655450,6
9143,580332,6
428,655777,6
7426,592590,6
4051,621183,6
8219,587146,6
4883,613149,6
333,656896,6
3279,628577,6
5897,604690,6
775,652421,6
2805,632815,6
5354,608784,6
2190,638668,6
155,658976,6
3387,627713,6
7904,589194,6
3696,624682,6
1987,640411,6
7587,591509,6
5214,609832,6
2555,634965,6
191,658481,6
2441,636228,6
5288,609203,6
8015,588381,6
5565,607265,6
3460,627212,6
2282,637661,6
7954,588843,6
1833,641673,6
7415,592654,6
8230,587083,6
144,659079,6
850,651517,6
917,650591,6
1712,642791,6
3654,625286,6
2624,634310,6
919,650568,6
1554,643974,6
2417,636453,6
7639,591199,6
7534,591807,6
1744,642410,6
2930,631614,6
8005,588485,6
3659,625188,6
3038,630757,6
5285,609219,6
1409,645291,6
7317,593306,6
8216,587204,6
4841,613611,6
394,656345,6
2774,633014,6
4098,620629,6
4097,620632,6
3200,629404,6
2679,633928,6
74,659782,6
4199,619538,6
6247,601850,6
5235,609598,6
6642,598851,6
563,654453,6
706,653207,6
4092,620667,6
885,651037,6
8555,584427,6
427,655782,6
7028,595732,6
9191,579930,6
3358,627983,6
592,654181,6
1738,642455,6
4019,621410,6
2754,633175,6
3681,624855,6
4656,615063,6
2470,635971,6
2611,634484,6
5605,606978,6
2649,634078,6
4298,618581,6
6048,603419,6
5047,611368,6
5514,607615,6
3984,621837,6
143,659094,6
5441,608212,6
6909,596601,6
3682,624838,6
1787,642061,6
6205,602210,6
3749,624273,6
6311,601464,6
5438,608231,6
7916,589077,6
7839,589656,6
3734,624356,6
2537,635330,6
5887,604743,6
7768,590261,6
7614,591384,6
931,650419,6
1295,646285,6
4474,616725,6
8426,585501,6
7914,589085,6
6718,598262,6
3413,627535,6
6169,602451,6
322,657014,6
5512,607630,6
3144,629786,6
3376,627775,6
979,649735,6
4572,615912,6
2407,636616,6
4871,613330,6
8709,583406,6
2165,639022,6
8630,583847,6
7786,590119,6
6966,596174,6
6308,601485,6
5533,607485,6
9051,580992,6
8149,587564,6
5521,607548,6
9173,580104,6
7403,592704,5
6176,602412,5
7821,589803,5
6047,603431,5
9103,580577,5
4107,620563,5
680,653547,5
1211,647080,5
4249,619174,5
6721,598250,5
3334,628153,5
8526,584607,5
1018,649329,5
7067,595414,5
8476,585142,5
1268,646462,5
7710,590690,5
6688,598510,5
5446,608169,5
2065,639636,5
4303,618564,5
5940,604266,5
1093,648322,5
4178,619799,5
4043,621242,5
1034,649156,5
9226,579735,5
3171,629607,5
8710,583405,5
113,659366,5
7513,591970,5
266,657620,5
7930,588994,5
3317,628340,5
3999,621641,5
5082,611103,5
4232,619276,5
822,651799,5
2999,631053,5
6400,600843,5
4152,620177,5
6267,601746,5
9120,580445,5
536,654842,5
6901,596651,5
8947,581753,5
7248,593865,5
3856,623130,5
8634,583823,5
6694,598463,5
4722,614563,5
1657,643173,5
254,657741,5
1835,641663,5
8134,587710,5
7723,590607,5
6703,598355,5
6462,600379,5
2715,633630,5
5672,606507,5
626,653990,5
5482,607902,5
5245,609554,5
78,659720,5
5675,606491,5
5755,605636,5
8017,588327,5
7549,591705,5
5358,608751,5
471,655351,5
4094,620639,5
812,651920,5
7016,595801,5
8382,585830,5
632,653938,5
9217,579786,5
5906,604600,5
5030,611552,5
6910,596596,5
8781,582846,5
149,659050,5
8300,586496,5
8938,581820,5
8786,582790,5
3680,624860,5
3053,630667,5
6248,601849,5
5676,606481,5
8009,588449,5
4983,612074,5
921,650514,5
294,657311,5
6959,596270,5
6268,601745,5
5065,611217,5
7293,593476,5
6071,603267,5
4409,617495,5
6367,601071,5
4493,616591,5
1533,644117,5
6763,597963,5
4506,616507,5
7994,588573,5
8735,583143,5
8195,587314,5
124,659244,5
8952,581712,5
2279,637675,5
7020,595776,5
5164,610357,5
8498,584832,5
1212,647077,5
7972,588715,5
3636,625590,5
6678,598614,5
7348,593058,5
6425,600691,5
5668,606520,5
3876,622851,5
1013,649341,5
7184,594381,5
4099,620628,5
5060,611257,5
6464,600337,5
5269,609383,5
4492,616592,5
4632,615326,5
7323,593227,5
7594,591464,5
6410,600788,5
3272,628642,5
8663,583649,5
8842,582425,5
2328,637210,5
2840,632387,5
1433,645128,5
6954,596296,5
6622,598979,5
3767,624084,5
5691,606337,5
5609,606951,5
8469,585269,5
127,659221,5
2747,633311,5
6432,600646,5
1333,645818,5
4696,614744,5
8331,586292,5
1616,643459,5
7246,593868,5
3844,623213,5
719,653044,5
8191,587341,5
4727,614529,5
7613,591390,5
4314,618429,5
4108,620553,5
6671,598691,5
903,650794,5
2297,637465,5
3089,630331,5
1629,643296,5
3450,627291,5
9050,581014,5
5522,607542,5
7514,591968,5
8754,583025,5
8727,583234,5
7242,593909,5
8207,587258,5
3215,629330,5
4657,615038,5
5161,610382,5
6888,596750,5
6734,598159,5
1862,641468,5
6975,596113,5
5922,604409,5
5604,606981,5
5601,606988,5
6551,599548,5
4425,617259,5
2234,638022,5
781,652314,5
1579,643831,5
8767,582936,5
59,659937,5
2303,637416,5
1161,647814,5
8306,586414,5
7093,595147,5
6756,598004,4
7368,592895,4
8254,586837,4
3865,623064,4
6340,601247,4
5973,604023,4
7825,589766,4
1238,646749,4
1668,643090,4
2625,634306,4
1042,649082,4
8822,582587,4
7061,595498,4
817,651857,4
613,654099,4
1993,640373,4
1818,641857,4
5013,611752,4
3423,627486,4
5682,606418,4
6132,602723,4
6226,601976,4
5014,611746,4
8598,584152,4
1920,641066,4
